"type","indicator","classification","source","notes","references"
"domain","ususeyr.top","malicious","infoblox","This domain belongs to a cluster of domains that all contain USPS-related phishing content, have the same registrant organization, and use a high-risk TLD.  They are known malicious and may even be associated with malware in addition to phishing.","https://blogs.infoblox.com/cyber-threat-intelligence/phishers-weather-the-storm-the-dns-landscape-of-us-postal-smishing-attacks/"
"domain","uspldl.top","malicious","infoblox","This domain belongs to a cluster of domains that all contain USPS-related phishing content, have the same registrant organization, and use a high-risk TLD.  They are known malicious and may even be associated with malware in addition to phishing.","https://blogs.infoblox.com/cyber-threat-intelligence/phishers-weather-the-storm-the-dns-landscape-of-us-postal-smishing-attacks/"
"domain","ususnd.top","malicious","infoblox","This domain belongs to a cluster of domains that all contain USPS-related phishing content, have the same registrant organization, and use a high-risk TLD.  They are known malicious and may even be associated with malware in addition to phishing.","https://blogs.infoblox.com/cyber-threat-intelligence/phishers-weather-the-storm-the-dns-landscape-of-us-postal-smishing-attacks/"
"domain","ususqe.top","malicious","infoblox","This domain belongs to a cluster of domains that all contain USPS-related phishing content, have the same registrant organization, and use a high-risk TLD.  They are known malicious and may even be associated with malware in addition to phishing.","https://blogs.infoblox.com/cyber-threat-intelligence/phishers-weather-the-storm-the-dns-landscape-of-us-postal-smishing-attacks/"
"domain","ususxx.top","malicious","infoblox","This domain belongs to a cluster of domains that all contain USPS-related phishing content, have the same registrant organization, and use a high-risk TLD.  They are known malicious and may even be associated with malware in addition to phishing.","https://blogs.infoblox.com/cyber-threat-intelligence/phishers-weather-the-storm-the-dns-landscape-of-us-postal-smishing-attacks/"
"domain","usplcuj.top","malicious","infoblox","This domain belongs to a cluster of domains that all contain USPS-related phishing content, have the same registrant organization, and use a high-risk TLD.  They are known malicious and may even be associated with malware in addition to phishing.","https://blogs.infoblox.com/cyber-threat-intelligence/phishers-weather-the-storm-the-dns-landscape-of-us-postal-smishing-attacks/"
"domain","ususwet.top","malicious","infoblox","This domain belongs to a cluster of domains that all contain USPS-related phishing content, have the same registrant organization, and use a high-risk TLD.  They are known malicious and may even be associated with malware in addition to phishing.","https://blogs.infoblox.com/cyber-threat-intelligence/phishers-weather-the-storm-the-dns-landscape-of-us-postal-smishing-attacks/"
"domain","ususcw.top","malicious","infoblox","This domain belongs to a cluster of domains that all contain USPS-related phishing content, have the same registrant organization, and use a high-risk TLD.  They are known malicious and may even be associated with malware in addition to phishing.","https://blogs.infoblox.com/cyber-threat-intelligence/phishers-weather-the-storm-the-dns-landscape-of-us-postal-smishing-attacks/"
"domain","ususzci.top","malicious","infoblox","This domain belongs to a cluster of domains that all contain USPS-related phishing content, have the same registrant organization, and use a high-risk TLD.  They are known malicious and may even be associated with malware in addition to phishing.","https://blogs.infoblox.com/cyber-threat-intelligence/phishers-weather-the-storm-the-dns-landscape-of-us-postal-smishing-attacks/"
"domain","usushue.top","malicious","infoblox","This domain belongs to a cluster of domains that all contain USPS-related phishing content, have the same registrant organization, and use a high-risk TLD.  They are known malicious and may even be associated with malware in addition to phishing.","https://blogs.infoblox.com/cyber-threat-intelligence/phishers-weather-the-storm-the-dns-landscape-of-us-postal-smishing-attacks/"
"domain","uspocl.top","malicious","infoblox","This domain belongs to a cluster of domains that all contain USPS-related phishing content, have the same registrant organization, and use a high-risk TLD.  They are known malicious and may even be associated with malware in addition to phishing.","https://blogs.infoblox.com/cyber-threat-intelligence/phishers-weather-the-storm-the-dns-landscape-of-us-postal-smishing-attacks/"
"domain","ususcm.top","malicious","infoblox","This domain belongs to a cluster of domains that all contain USPS-related phishing content, have the same registrant organization, and use a high-risk TLD.  They are known malicious and may even be associated with malware in addition to phishing.","https://blogs.infoblox.com/cyber-threat-intelligence/phishers-weather-the-storm-the-dns-landscape-of-us-postal-smishing-attacks/"
"domain","ususuu.top","malicious","infoblox","This domain belongs to a cluster of domains that all contain USPS-related phishing content, have the same registrant organization, and use a high-risk TLD.  They are known malicious and may even be associated with malware in addition to phishing.","https://blogs.infoblox.com/cyber-threat-intelligence/phishers-weather-the-storm-the-dns-landscape-of-us-postal-smishing-attacks/"
"domain","ussnaps.xyz","malicious","infoblox","Emergent domain recently observed by Infoblox found to have suspicious registration, behavior, or common associations with known threats. Some of the domain's characteristics are: domain created on 2023-09-22. Using TLD that has high risk of being abused for hosting malicious indicators per Infoblox TLD reputation score.","https://blogs.infoblox.com/cyber-threat-intelligence/phishers-weather-the-storm-the-dns-landscape-of-us-postal-smishing-attacks/"
"domain","ususcgf.top","malicious","infoblox","This domain belongs to a cluster of domains that all contain USPS-related phishing content, have the same registrant organization, and use a high-risk TLD.  They are known malicious and may even be associated with malware in addition to phishing.","https://blogs.infoblox.com/cyber-threat-intelligence/phishers-weather-the-storm-the-dns-landscape-of-us-postal-smishing-attacks/"
"domain","ususwz.top","malicious","infoblox","This domain belongs to a cluster of domains that all contain USPS-related phishing content, have the same registrant organization, and use a high-risk TLD.  They are known malicious and may even be associated with malware in addition to phishing.","https://blogs.infoblox.com/cyber-threat-intelligence/phishers-weather-the-storm-the-dns-landscape-of-us-postal-smishing-attacks/"
